REGION,YEAR,WEEK,% WEIGHTED ILI
Region 4,2013,25,0.509231
Region 5,2013,25,0.793133
Region 6,2013,25,1.58591
Region 7,2013,25,0.257195
Region 8,2013,25,0.655891
Region 9,2013,25,1.42122
Region 10,2013,25,0.284769
National,2013,25,0.904333
Region 1,2013,26,0.430542
Region 2,2013,26,1.13266
Region 3,2013,26,0.783896
Region 4,2013,26,0.475328
Region 5,2013,26,0.771008
Region 6,2013,26,1.42071
Region 7,2013,26,0.123
Region 8,2013,26,0.617954
Region 9,2013,26,1.26664
Region 10,2013,26,0.188386
National,2013,26,0.83057
Region 1,2013,27,0.430427
Region 2,2013,27,0.743763
Region 3,2013,27,0.785548
Region 4,2013,27,0.637141
Region 5,2013,27,0.92703
Region 6,2013,27,1.55464
Region 7,2013,27,0.100862
Region 8,2013,27,0.561213
Region 9,2013,27,1.24862
Region 10,2013,27,0.152616
National,2013,27,0.862837
Region 1,2013,28,0.384096
Region 2,2013,28,0.968167
Region 3,2013,28,0.617311
Region 4,2013,28,0.35574
Region 5,2013,28,0.717799
Region 6,2013,28,1.42515
Region 7,2013,28,0.104753
Region 8,2013,28,0.499137
Region 9,2013,28,1.06856
Region 10,2013,28,0.247997
National,2013,28,0.732182
Region 1,2013,29,0.388478
Region 2,2013,29,0.877442
Region 3,2013,29,0.636361
Region 4,2013,29,0.377015
Region 5,2013,29,0.666799
Region 6,2013,29,1.35908
Region 7,2013,29,0.131559
Region 8,2013,29,0.573639
Region 9,2013,29,1.12243
Region 10,2013,29,0.223801
National,2013,29,0.724558
Region 1,2013,30,0.343594
Region 2,2013,30,0.877353
Region 3,2013,30,0.653406
Region 4,2013,30,0.532806
Region 5,2013,30,0.624777
Region 6,2013,30,1.20512
Region 7,2013,30,0.13277
Region 8,2013,30,0.718513
Region 9,2013,30,1.16379
Region 10,2013,30,0.237772
National,2013,30,0.740848
Region 1,2013,31,0.343561
Region 2,2013,31,0.888017
Region 3,2013,31,0.762736
Region 4,2013,31,0.364307
Region 5,2013,31,0.669585
Region 6,2013,31,1.37829
Region 7,2013,31,0.124041
Region 8,2013,31,0.508805
Region 9,2013,31,1.08253
Region 10,2013,31,0.196758
National,2013,31,0.726037
Region 1,2013,32,0.392263
Region 2,2013,32,1.15352
Region 3,2013,32,0.706269
Region 4,2013,32,0.462664
Region 5,2013,32,0.538487
Region 6,2013,32,1.161
Region 7,2013,32,0.706188
Region 8,2013,32,0.507189
Region 9,2013,32,1.15876
Region 10,2013,32,0.212315
National,2013,32,0.755639
Region 1,2013,33,0.335119
Region 2,2013,33,0.765286
Region 3,2013,33,0.741413
Region 4,2013,33,0.550082
Region 5,2013,33,0.722201
Region 6,2013,33,1.29592
Region 7,2013,33,0.470713
Region 8,2013,33,0.465935
Region 9,2013,33,1.10472
Region 10,2013,33,0.123412
National,2013,33,0.761847
Region 1,2013,34,0.413557
Region 2,2013,34,0.801036
Region 3,2013,34,0.807802
Region 4,2013,34,0.624262
Region 5,2013,34,0.64833
Region 6,2013,34,1.41086
Region 7,2013,34,0.46699
Region 8,2013,34,0.443358
Region 9,2013,34,1.03191
Region 10,2013,34,0.127551
National,2013,34,0.779896
Region 1,2013,35,0.333156
Region 2,2013,35,0.82326
Region 3,2013,35,0.923451
Region 4,2013,35,0.659895
Region 5,2013,35,0.731347
Region 6,2013,35,1.69677
Region 7,2013,35,0.199123
Region 8,2013,35,0.748055
Region 9,2013,35,1.36851
Region 10,2013,35,0.117555
National,2013,35,0.899138
Region 1,2013,36,0.304002
Region 2,2013,36,0.672693
Region 3,2013,36,0.797436
Region 4,2013,36,0.727483
Region 5,2013,36,0.730498
Region 6,2013,36,2.33453
Region 7,2013,36,0.703354
Region 8,2013,36,0.694425
Region 9,2013,36,1.46948
Region 10,2013,36,0.13834
National,2013,36,0.999524
Region 1,2013,37,0.338289
Region 2,2013,37,0.676719
Region 3,2013,37,1.19409
Region 4,2013,37,0.7342
Region 5,2013,37,0.819736
Region 6,2013,37,2.29547
Region 7,2013,37,0.859606
Region 8,2013,37,0.355212
Region 9,2013,37,1.51529
Region 10,2013,37,0.204708
National,2013,37,1.0558
Region 1,2013,38,0.460903
Region 2,2013,38,0.885106
Region 3,2013,38,1.20483
Region 4,2013,38,0.666963
Region 5,2013,38,0.886773
Region 6,2013,38,2.4592
Region 7,2013,38,0.760087
Region 8,2013,38,0.387416
Region 9,2013,38,1.49047
Region 10,2013,38,0.299062
National,2013,38,1.0967
Region 1,2013,39,0.98459
Region 2,2013,39,0.84529
Region 3,2013,39,1.19383
Region 4,2013,39,0.974491
Region 5,2013,39,0.887615
Region 6,2013,39,2.63031
Region 7,2013,39,0.878809
Region 8,2013,39,0.591698
Region 9,2013,39,1.70996
Region 10,2013,39,0.34105
National,2013,39,1.24709
Region 1,2013,40,0.621395
Region 2,2013,40,1.60751
Region 3,2013,40,0.926323
Region 4,2013,40,0.943459
Region 5,2013,40,0.885838
Region 6,2013,40,2.1557
Region 7,2013,40,0.649922
Region 8,2013,40,0.687334
Region 9,2013,40,1.36535
Region 10,2013,40,0.429608
National,2013,40,1.15746
Region 1,2013,41,0.654441
Region 2,2013,41,1.69064
Region 3,2013,41,1.05393
Region 4,2013,41,1.00106
Region 5,2013,41,1.03914
Region 6,2013,41,2.23693
Region 7,2013,41,0.848308
Region 8,2013,41,0.735041
Region 9,2013,41,1.60314
Region 10,2013,41,0.405647
National,2013,41,1.27184
Region 1,2013,42,0.741983
Region 2,2013,42,1.96094
Region 3,2013,42,1.04182
Region 4,2013,42,1.0157
Region 5,2013,42,0.987201
Region 6,2013,42,2.43559
Region 7,2013,42,0.708172
Region 8,2013,42,0.644746
Region 9,2013,42,1.60277
Region 10,2013,42,0.511438
National,2013,42,1.31623
Region 1,2013,43,0.80209
Region 2,2013,43,1.69922
Region 3,2013,43,1.12691
Region 4,2013,43,1.23721
Region 5,2013,43,1.11493
Region 6,2013,43,2.39649
Region 7,2013,43,0.912239
Region 8,2013,43,0.811668
Region 9,2013,43,1.59993
Region 10,2013,43,0.513327
National,2013,43,1.37444
Region 1,2013,44,0.905562
Region 2,2013,44,2.01973
Region 3,2013,44,1.10398
Region 4,2013,44,1.29089
Region 5,2013,44,1.17731
Region 6,2013,44,2.51041
Region 7,2013,44,0.796841
Region 8,2013,44,0.71632
Region 9,2013,44,1.80107
Region 10,2013,44,0.535649
National,2013,44,1.46781
Region 1,2013,45,0.955454
Region 2,2013,45,1.78105
Region 3,2013,45,1.12149
Region 4,2013,45,1.49248
Region 5,2013,45,1.2143
Region 6,2013,45,2.91517
Region 7,2013,45,0.893907
Region 8,2013,45,0.753484
Region 9,2013,45,2.06682
Region 10,2013,45,0.379759
National,2013,45,1.5834
Region 1,2013,46,0.851659
Region 2,2013,46,1.54163
Region 3,2013,46,1.25863
Region 4,2013,46,1.47521
Region 5,2013,46,1.16591
Region 6,2013,46,3.29638
Region 7,2013,46,0.864878
Region 8,2013,46,0.706757
Region 9,2013,46,2.0459
Region 10,2013,46,0.503713
National,2013,46,1.60253
Region 1,2013,47,0.692049
Region 2,2013,47,1.85574
Region 3,2013,47,1.18203
Region 4,2013,47,1.69768
Region 5,2013,47,1.20015
Region 6,2013,47,3.70307
Region 7,2013,47,1.03842
Region 8,2013,47,0.953634
Region 9,2013,47,1.9743
Region 10,2013,47,0.469309
National,2013,47,1.72344
Region 1,2013,48,0.91993
Region 2,2013,48,2.02846
Region 3,2013,48,1.51288
Region 4,2013,48,2.16364
Region 5,2013,48,1.68542
Region 6,2013,48,4.39287
Region 7,2013,48,1.121
Region 8,2013,48,0.995917
Region 9,2013,48,2.34894
Region 10,2013,48,0.680224
National,2013,48,2.11076
Region 1,2013,49,0.825554
Region 2,2013,49,2.02368
Region 3,2013,49,1.51609
Region 4,2013,49,2.28842
Region 5,2013,49,1.56576
Region 6,2013,49,4.94593
Region 7,2013,49,1.2566
Region 8,2013,49,1.52746
Region 9,2013,49,2.13631
Region 10,2013,49,0.653257
National,2013,49,2.1708
Region 1,2013,50,1.06768
Region 2,2013,50,1.77828
Region 3,2013,50,1.60178
Region 4,2013,50,2.36927
Region 5,2013,50,1.72177
Region 6,2013,50,5.60209
Region 7,2013,50,1.52616
Region 8,2013,50,1.60235
Region 9,2013,50,2.51824
Region 10,2013,50,0.860692
National,2013,50,2.36971
Region 1,2013,51,1.1724
Region 2,2013,51,2.23377
Region 3,2013,51,2.00486
Region 4,2013,51,3.24327
Region 5,2013,51,2.14509
Region 6,2013,51,8.00422
Region 7,2013,51,2.80787
Region 8,2013,51,2.00255
Region 9,2013,51,2.94052
Region 10,2013,51,1.50751
National,2013,51,3.15997
Region 1,2013,52,1.58812
Region 2,2013,52,2.93452
Region 3,2013,52,3.30628
Region 4,2013,52,4.60815
Region 5,2013,52,3.59674
Region 6,2013,52,9.86221
Region 7,2013,52,4.4809
Region 8,2013,52,3.6625
Region 9,2013,52,4.53268
Region 10,2013,52,3.58097
National,2013,52,4.59053
Region 1,2014,1,1.60948
Region 2,2014,1,3.33508
Region 3,2014,1,3.59339
Region 4,2014,1,3.8926
Region 5,2014,1,3.3706
Region 6,2014,1,8.5737
Region 7,2014,1,4.06436
Region 8,2014,1,2.96215
Region 9,2014,1,4.56574
Region 10,2014,1,3.99164
National,2014,1,4.28195
Region 1,2014,2,1.39198
Region 2,2014,2,2.746
Region 3,2014,2,3.19906
Region 4,2014,2,3.03608
Region 5,2014,2,2.79666
Region 6,2014,2,6.94006
Region 7,2014,2,3.04754
Region 8,2014,2,2.56638
Region 9,2014,2,4.15641
Region 10,2014,2,3.36928
National,2014,2,3.56288
Region 1,2014,3,1.67317
Region 2,2014,3,3.07594
Region 3,2014,3,3.35458
Region 4,2014,3,2.82366
Region 5,2014,3,2.51919
Region 6,2014,3,5.78707
Region 7,2014,3,3.06195
Region 8,2014,3,2.25814
Region 9,2014,3,4.19337
Region 10,2014,3,2.75802
National,2014,3,3.36378
Region 1,2014,4,1.87667
Region 2,2014,4,2.96352
Region 3,2014,4,3.47033
Region 4,2014,4,2.92565
Region 5,2014,4,2.64636
Region 6,2014,4,5.30023
Region 7,2014,4,2.95351
Region 8,2014,4,2.09262
Region 9,2014,4,4.64163
Region 10,2014,4,2.40345
National,2014,4,3.39659
Region 1,2014,5,2.03318
Region 2,2014,5,3.30294
Region 3,2014,5,3.01876
Region 4,2014,5,2.65887
Region 5,2014,5,2.22933
Region 6,2014,5,5.2044
Region 7,2014,5,2.75317
Region 8,2014,5,1.78441
Region 9,2014,5,4.0091
Region 10,2014,5,1.7524
National,2014,5,3.11922
Region 1,2014,6,2.24365
Region 2,2014,6,3.43908
Region 3,2014,6,2.8051
Region 4,2014,6,2.2635
Region 5,2014,6,2.03344
Region 6,2014,6,4.56823
Region 7,2014,6,2.0535
Region 8,2014,6,1.76779
Region 9,2014,6,3.61715
Region 10,2014,6,1.59128
National,2014,6,2.83572
Region 1,2014,7,1.75096
Region 2,2014,7,3.12549
Region 3,2014,7,2.41601
Region 4,2014,7,1.97001
Region 5,2014,7,1.91478
Region 6,2014,7,3.88266
Region 7,2014,7,1.59839
Region 8,2014,7,1.50211
Region 9,2014,7,3.26964
Region 10,2014,7,1.23503
National,2014,7,2.48484
Region 1,2014,8,1.78771
Region 2,2014,8,2.38968
Region 3,2014,8,2.07722
Region 4,2014,8,1.52724
Region 5,2014,8,1.98346
Region 6,2014,8,3.7722
Region 7,2014,8,1.38378
Region 8,2014,8,1.50934
Region 9,2014,8,3.20835
Region 10,2014,8,1.29149
National,2014,8,2.2741
Region 1,2014,9,1.51318
Region 2,2014,9,2.29577
Region 3,2014,9,1.97427
Region 4,2014,9,1.35391
Region 5,2014,9,1.81723
Region 6,2014,9,3.59481
Region 7,2014,9,1.29389
Region 8,2014,9,1.2317
Region 9,2014,9,2.90276
Region 10,2014,9,0.663587
National,2014,9,2.07244
Region 1,2014,10,1.53377
Region 2,2014,10,2.34059
Region 3,2014,10,1.76977
Region 4,2014,10,1.34508
Region 5,2014,10,1.75243
Region 6,2014,10,3.43723
Region 7,2014,10,1.09709
Region 8,2014,10,1.37325
Region 9,2014,10,2.59216
Region 10,2014,10,0.828104
National,2014,10,1.98207
Region 1,2014,11,1.35777
Region 2,2014,11,2.53132
Region 3,2014,11,1.61044
Region 4,2014,11,1.14658
Region 5,2014,11,1.64571
Region 6,2014,11,3.19107
Region 7,2014,11,1.36946
Region 8,2014,11,1.12482
Region 9,2014,11,2.19768
Region 10,2014,11,0.601935
National,2014,11,1.82441
Region 1,2014,12,1.69082
Region 2,2014,12,2.88815
Region 3,2014,12,1.66132
Region 4,2014,12,1.04407
Region 5,2014,12,1.61678
Region 6,2014,12,3.00339
Region 7,2014,12,0.989103
Region 8,2014,12,0.995314
Region 9,2014,12,2.19878
Region 10,2014,12,0.814837
National,2014,12,1.82036
Region 1,2014,13,1.59596
Region 2,2014,13,3.36103
Region 3,2014,13,1.78393
Region 4,2014,13,0.961299
Region 5,2014,13,1.50233
Region 6,2014,13,2.85576
Region 7,2014,13,0.834714
Region 8,2014,13,0.906605
Region 9,2014,13,1.85634
Region 10,2014,13,0.669393
National,2014,13,1.75391
Region 1,2014,14,1.82481
Region 2,2014,14,3.27897
Region 3,2014,14,1.89554
Region 4,2014,14,0.870891
Region 5,2014,14,1.45804
Region 6,2014,14,2.7703
Region 7,2014,14,0.988517
Region 8,2014,14,0.937978
Region 9,2014,14,1.87645
Region 10,2014,14,0.752904
National,2014,14,1.74542
Region 1,2014,15,1.96088
Region 2,2014,15,3.24824
Region 3,2014,15,1.65647
Region 4,2014,15,0.839411
Region 5,2014,15,1.33854
Region 6,2014,15,2.87728
Region 7,2014,15,0.650163
Region 8,2014,15,0.903504
Region 9,2014,15,1.74535
Region 10,2014,15,0.633137
National,2014,15,1.67236
Region 1,2014,16,1.73466
Region 2,2014,16,2.64559
Region 3,2014,16,1.29142
Region 4,2014,16,0.786355
Region 5,2014,16,1.22855
Region 6,2014,16,2.61257
Region 7,2014,16,0.623494
Region 8,2014,16,0.795865
Region 9,2014,16,1.81881
Region 10,2014,16,0.764785
National,2014,16,1.51659
Region 1,2014,17,1.55579
Region 2,2014,17,2.26093
Region 3,2014,17,1.22479
Region 4,2014,17,0.830922
Region 5,2014,17,1.21509
Region 6,2014,17,2.46958
Region 7,2014,17,0.664668
Region 8,2014,17,1.04149
Region 9,2014,17,1.72456
Region 10,2014,17,0.764892
National,2014,17,1.44778
Region 1,2014,18,1.25236
Region 2,2014,18,1.93125
Region 3,2014,18,1.10672
Region 4,2014,18,0.738279
Region 5,2014,18,1.21623
Region 6,2014,18,2.1299
Region 7,2014,18,0.526637
Region 8,2014,18,0.792352
Region 9,2014,18,1.63584
Region 10,2014,18,0.515472
National,2014,18,1.29028
Region 1,2014,19,1.29032
Region 2,2014,19,2.31498
Region 3,2014,19,1.20115
Region 4,2014,19,0.798053
Region 5,2014,19,1.2569
Region 6,2014,19,2.13556
Region 7,2014,19,0.643012
Region 8,2014,19,0.629662
Region 9,2014,19,1.67282
Region 10,2014,19,0.753909
National,2014,19,1.37388
Region 1,2014,20,1.0337
Region 2,2014,20,2.11871
Region 3,2014,20,1.26516
Region 4,2014,20,0.69315
Region 5,2014,20,1.177
Region 6,2014,20,2.35974
Region 7,2014,20,0.47847
Region 8,2014,20,0.656589
Region 9,2014,20,1.73996
Region 10,2014,20,0.643924
National,2014,20,1.34208
Region 1,2014,21,0.513504
Region 2,2014,21,1.92708
Region 3,2014,21,1.30065
Region 4,2014,21,0.819168
Region 5,2014,21,1.2187
Region 6,2014,21,2.23412
Region 7,2014,21,0.503571
Region 8,2014,21,0.620827
Region 9,2014,21,1.93795
Region 10,2014,21,0.578593
National,2014,21,1.34563
Region 1,2014,22,0.480187
Region 2,2014,22,2.0679
Region 3,2014,22,1.18371
Region 4,2014,22,0.720762
Region 5,2014,22,0.754199
Region 6,2014,22,2.22923
Region 7,2014,22,0.509952
Region 8,2014,22,0.553812
Region 9,2014,22,1.75837
Region 10,2014,22,0.364697
National,2014,22,1.21291
Region 1,2014,23,0.549795
Region 2,2014,23,2.28772
Region 3,2014,23,1.11592
Region 4,2014,23,0.75304
Region 5,2014,23,0.852767
Region 6,2014,23,1.97798
Region 7,2014,23,0.25283
Region 8,2014,23,0.313055
Region 9,2014,23,1.692
Region 10,2014,23,0.355279
National,2014,23,1.19291
Region 1,2014,24,0.445091
Region 2,2014,24,2.42802
Region 3,2014,24,0.983726
Region 4,2014,24,0.683328
Region 5,2014,24,0.813025
Region 6,2014,24,1.74785
Region 7,2014,24,0.154496
Region 8,2014,24,0.578178
Region 9,2014,24,1.66181
Region 10,2014,24,0.358122
National,2014,24,1.14146
Region 1,2014,25,0.440756
Region 2,2014,25,2.25842
Region 3,2014,25,0.973807
Region 4,2014,25,0.62098
Region 5,2014,25,0.761923
Region 6,2014,25,1.54353
Region 7,2014,25,0.216845
Region 8,2014,25,0.41578
Region 9,2014,25,1.56216
Region 10,2014,25,0.366764
National,2014,25,1.06503
Region 1,2014,26,0.469904
Region 2,2014,26,2.14216
Region 3,2014,26,0.885961
Region 4,2014,26,0.565835
Region 5,2014,26,0.761998
Region 6,2014,26,2.31159
Region 7,2014,26,0.148706
Region 8,2014,26,0.601304
Region 9,2014,26,1.57548
Region 10,2014,26,0.269915
National,2014,26,1.12669
Region 1,2014,27,0.702276
Region 2,2014,27,1.2183
Region 3,2014,27,0.940359
Region 4,2014,27,0.584482
Region 5,2014,27,0.697358
Region 6,2014,27,1.52067
Region 7,2014,27,0.225714
Region 8,2014,27,0.653074
Region 9,2014,27,1.58372
Region 10,2014,27,0.281227
National,2014,27,0.947353
Region 1,2014,28,0.355917
Region 2,2014,28,2.10032
Region 3,2014,28,1.09684
Region 4,2014,28,0.513198
Region 5,2014,28,0.528833
Region 6,2014,28,1.49204
Region 7,2014,28,0.136949
Region 8,2014,28,0.398048
Region 9,2014,28,1.32916
Region 10,2014,28,0.335847
National,2014,28,0.944187
Region 1,2014,29,0.401355
Region 2,2014,29,2.4807
Region 3,2014,29,0.731122
Region 4,2014,29,0.514565
Region 5,2014,29,0.487223
Region 6,2014,29,1.40095
Region 7,2014,29,0.213722
Region 8,2014,29,0.413482
Region 9,2014,29,1.34247
Region 10,2014,29,0.256796
National,2014,29,0.934822
Region 1,2014,30,0.391262
Region 2,2014,30,1.71497
Region 3,2014,30,0.780306
Region 4,2014,30,0.546305
Region 5,2014,30,0.477651
Region 6,2014,30,1.25428
Region 7,2014,30,0.217949
Region 8,2014,30,0.468005
Region 9,2014,30,1.16051
Region 10,2014,30,0.144182
National,2014,30,0.81736
Region 1,2014,31,0.533088
Region 2,2014,31,1.75775
Region 3,2014,31,0.795476
Region 4,2014,31,0.514144
Region 5,2014,31,0.547902
Region 6,2014,31,1.33401
Region 7,2014,31,0.313622
Region 8,2014,31,0.423257
Region 9,2014,31,1.1291
Region 10,2014,31,0.393134
National,2014,31,0.852792
Region 1,2014,32,0.357373
Region 2,2014,32,1.27839
Region 3,2014,32,0.590702
Region 4,2014,32,0.560621
Region 5,2014,32,0.60005
Region 6,2014,32,1.20459
Region 7,2014,32,0.325167
Region 8,2014,32,0.443939
Region 9,2014,32,0.96479
Region 10,2014,32,0.218287
National,2014,32,0.746994
Region 1,2014,33,0.39934
Region 2,2014,33,1.14079
Region 3,2014,33,0.947829
Region 4,2014,33,0.520256
Region 5,2014,33,0.585832
Region 6,2014,33,1.21144
Region 7,2014,33,0.222623
Region 8,2014,33,0.580092
Region 9,2014,33,0.983098
Region 10,2014,33,0.17977
National,2014,33,0.761098
Region 1,2014,34,0.37084
Region 2,2014,34,1.21291
Region 3,2014,34,0.727044
Region 4,2014,34,0.578199
Region 5,2014,34,0.543032
Region 6,2014,34,1.23828
Region 7,2014,34,0.238344
Region 8,2014,34,0.539453
Region 9,2014,34,1.07318
Region 10,2014,34,0.197823
National,2014,34,0.767627
Region 1,2014,35,0.378678
Region 2,2014,35,1.55421
Region 3,2014,35,0.792145
Region 4,2014,35,0.636997
Region 5,2014,35,0.550582
Region 6,2014,35,1.36612
Region 7,2014,35,0.277064
Region 8,2014,35,0.620358
Region 9,2014,35,1.21635
Region 10,2014,35,0.154741
National,2014,35,0.862176
Region 1,2014,36,0.443777
Region 2,2014,36,1.49242
Region 3,2014,36,0.911794
Region 4,2014,36,0.714489
Region 5,2014,36,0.704256
Region 6,2014,36,1.68378
Region 7,2014,36,0.289342
Region 8,2014,36,0.488969
Region 9,2014,36,1.45951
Region 10,2014,36,0.192155
National,2014,36,0.984907
Region 1,2014,37,0.453362
Region 2,2014,37,1.68177
Region 3,2014,37,1.35921
Region 4,2014,37,0.760687
Region 5,2014,37,0.870702
Region 6,2014,37,1.82467
Region 7,2014,37,0.639136
Region 8,2014,37,0.73186
Region 9,2014,37,1.69385
Region 10,2014,37,0.245647
National,2014,37,1.16287
Region 1,2014,38,0.532114
Region 2,2014,38,1.63851
Region 3,2014,38,1.52953
Region 4,2014,38,0.787284
Region 5,2014,38,0.968542
Region 6,2014,38,1.94603
Region 7,2014,38,0.546197
Region 8,2014,38,0.614969
Region 9,2014,38,1.72977
Region 10,2014,38,0.616897
National,2014,38,1.22731
Region 1,2014,39,0.594496
Region 2,2014,39,2.00253
Region 3,2014,39,1.36316
Region 4,2014,39,0.871105
Region 5,2014,39,0.781532
Region 6,2014,39,1.91276
Region 7,2014,39,0.488454
Region 8,2014,39,0.580802
Region 9,2014,39,1.64848
Region 10,2014,39,0.382256
National,2014,39,1.2071
Region 1,2014,40,0.83061
Region 2,2014,40,1.79583
Region 3,2014,40,1.16226
Region 4,2014,40,0.82892
Region 5,2014,40,0.744546
Region 6,2014,40,1.60474
Region 7,2014,40,0.697022
Region 8,2014,40,0.635856
Region 9,2014,40,1.79314
Region 10,2014,40,0.46365
National,2014,40,1.16191
Region 1,2014,41,0.911129
Region 2,2014,41,1.70441
Region 3,2014,41,1.35853
Region 4,2014,41,1.11516
Region 5,2014,41,0.810322
Region 6,2014,41,1.79716
Region 7,2014,41,0.855509
Region 8,2014,41,0.654219
Region 9,2014,41,1.86112
Region 10,2014,41,1.06759
National,2014,41,1.30905
Region 1,2014,42,0.924083
Region 2,2014,42,2.30625
Region 3,2014,42,1.26894
Region 4,2014,42,1.12567
Region 5,2014,42,0.881259
Region 6,2014,42,1.93309
Region 7,2014,42,0.969308
Region 8,2014,42,0.696669
Region 9,2014,42,1.75594
Region 10,2014,42,0.777402
National,2014,42,1.37072
Region 1,2014,43,0.785985
Region 2,2014,43,2.3166
Region 3,2014,43,1.32822
